ZIP Code,ZIP3 Region,Town,Metro,Primary County,Total Population,Median Household Income
90806,908,Long Beach,Los Angeles-Long Beach-Anaheim,Los Angeles,13175,57467
90222,902,Hawthorne,Los Angeles-Long Beach-Anaheim,Los Angeles,71468,143524
90813,908,Long Beach,Los Angeles-Long Beach-Anaheim,Los Angeles,73061,50986
90272,902,Hawthorne,Los Angeles-Long Beach-Anaheim,Los Angeles,68995,144741
90025,900,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles,75566,96772
90017,900,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles,39671,55697
90038,900,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles,5051,166622
90046,900,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles,16265,152713
90029,900,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles,22410,90545
91204,912,Glendale,Los Angeles-Long Beach-Anaheim,Los Angeles,17039,46187
91436,914,Northridge,Los Angeles-Long Beach-Anaheim,Los Angeles,10771,149135
90027,900,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles,82711,73765
90021,900,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles,42410,52566
90715,907,Long Beach,Los Angeles-Long Beach-Anaheim,Los Angeles,51368,139164
90212,902,Hawthorne,Los Angeles-Long Beach-Anaheim,Los Angeles,36702,171233
93510,935,Ridgecrest,Bakersfield,Kern,2120,171986
90254,902,Hawthorne,Los Angeles-Long Beach-Anaheim,Los Angeles,15248,143643
90603,906,Whittier,Los Angeles-Long Beach-Anaheim,Los Angeles,19924,61267
90263,902,Inglewood,Los Angeles-Long Beach-Anaheim,Los Angeles,74252,61474
90831,908,Long Beach,Los Angeles-Long Beach-Anaheim,Los Angeles,70706,125143
93669,936,Fresno,Fresno,Fresno,35120,135412
93610,936,Fresno,Fresno,Fresno,75476,159006
94965,949,San Rafael,San Francisco-Oakland-Berkeley,Marin,23070,107198
94940,949,Novato,San Francisco-Oakland-Berkeley,Marin,19355,140308
94941,949,San Rafael,San Francisco-Oakland-Berkeley,Marin,52377,121899
94938,949,San Rafael,San Francisco-Oakland-Berkeley,Marin,6960,159575
95338,953,Tracy,Stockton,San Joaquin,49316,40303
95345,953,Tracy,Stockton,San Joaquin,40222,116513
95329,953,Tracy,Stockton,San Joaquin,64937,60747
95445,954,Santa Rosa,Santa Rosa-Petaluma,Sonoma,18114,113769
95454,954,Petaluma,Santa Rosa-Petaluma,Sonoma,42556,105626
95374,953,Tracy,Stockton,San Joaquin,79795,58406
95317,953,Stockton,Stockton,San Joaquin,58396,90414
95312,953,Tracy,Stockton,San Joaquin,63999,170397
96115,961,Reno Area,Non-Metro,Washoe,7867,170074
96112,961,Reno Area,Non-Metro,Washoe,9100,116559
93541,935,Ridgecrest,Bakersfield,Kern,18279,172438
93908,939,Salinas,Salinas,Monterey,23272,85531
93927,939,Salinas,Salinas,Monterey,8053,100402
93930,939,Salinas,Salinas,Monterey,60327,48253
93905,939,Monterey,Salinas,Monterey,26597,106821
95959,959,Yuba City,Yuba City,Yuba,61346,167415
95975,959,Yuba City,Yuba City,Yuba,83784,67472
95945,959,Marysville,Yuba City,Yuba,32211,132639
95949,959,Yuba City,Yuba City,Yuba,78362,151943
95728,957,Sacramento,Sacramento-Roseville-Folsom,Sacramento,62704,179528
95960,959,Yuba City,Yuba City,Yuba,45621,77864
90680,906,Pico Rivera,Los Angeles-Long Beach-Anaheim,Los Angeles,12347,109729
92802,928,Victorville,Riverside-San Bernardino-Ontario,San Bernardino,51167,48015
92660,926,Irvine,Los Angeles-Long Beach-Anaheim,Orange,75507,91182
92606,926,Irvine,Los Angeles-Long Beach-Anaheim,Orange,30005,89193
90742,907,Long Beach,Los Angeles-Long Beach-Anaheim,Los Angeles,54174,169553
92708,927,Anaheim,Los Angeles-Long Beach-Anaheim,Orange,1666,159281
92675,926,Irvine,Los Angeles-Long Beach-Anaheim,Orange,23201,37218
92691,926,Irvine,Los Angeles-Long Beach-Anaheim,Orange,33581,115074
92676,926,Santa Ana,Los Angeles-Long Beach-Anaheim,Orange,56049,133690
92804,928,Palm Springs,Riverside-San Bernardino-Ontario,San Bernardino,60661,101059
92705,927,Anaheim,Los Angeles-Long Beach-Anaheim,Orange,61671,114205
92603,926,Santa Ana,Los Angeles-Long Beach-Anaheim,Orange,77109,61820
92823,928,Victorville,Riverside-San Bernardino-Ontario,San Bernardino,67545,133102
92661,926,Santa Ana,Los Angeles-Long Beach-Anaheim,Orange,39621,63338
95701,957,Elk Grove,Sacramento-Roseville-Folsom,Sacramento,8867,123154
95747,957,Elk Grove,Sacramento-Roseville-Folsom,Sacramento,84464,120232
95658,956,Sacramento,Sacramento-Roseville-Folsom,Sacramento,34729,113326
95631,956,Sacramento,Sacramento-Roseville-Folsom,Sacramento,20151,170605
95724,957,Sacramento,Sacramento-Roseville-Folsom,Sacramento,7941,140931
92258,922,Oceanside,San Diego-Chula Vista-Carlsbad,San Diego,18840,41672
92592,925,Riverside,Riverside-San Bernardino-Ontario,Riverside,39245,103007
92860,928,Palm Springs,Riverside-San Bernardino-Ontario,San Bernardino,53531,136783
92548,925,Riverside,Riverside-San Bernardino-Ontario,Riverside,76918,84785
92567,925,Riverside,Riverside-San Bernardino-Ontario,Riverside,29645,175151
95820,958,Davis,Sacramento-Roseville-Folsom,Sacramento,47488,167989
95819,958,Davis,Sacramento-Roseville-Folsom,Sacramento,22780,82483
95610,956,Sacramento,Sacramento-Roseville-Folsom,Sacramento,13293,158412
95822,958,Sacramento,Sacramento-Roseville-Folsom,Sacramento,34402,82990
95630,956,Sacramento,Sacramento-Roseville-Folsom,Sacramento,12204,93262
95670,956,Sacramento,Sacramento-Roseville-Folsom,Sacramento,29772,115500
95628,956,Sacramento,Sacramento-Roseville-Folsom,Sacramento,43926,132434
95652,956,Sacramento,Sacramento-Roseville-Folsom,Sacramento,77251,112083
92392,923,San Bernardino,Riverside-San Bernardino-Ontario,San Bernardino,15937,158348
92305,923,San Bernardino,Riverside-San Bernardino-Ontario,San Bernardino,83651,53668
92364,923,San Bernardino,Riverside-San Bernardino-Ontario,San Bernardino,25999,166197
92336,923,San Bernardino,Riverside-San Bernardino-Ontario,San Bernardino,50526,173893
93562,935,Ridgecrest,Bakersfield,Kern,54646,49172
93558,935,Mojave,Bakersfield,Kern,18504,87506
92252,922,Oceanside,San Diego-Chula Vista-Carlsbad,San Diego,54133,154949
92339,923,San Bernardino,Riverside-San Bernardino-Ontario,San Bernardino,41969,82279
92405,924,San Bernardino,Riverside-San Bernardino-Ontario,San Bernardino,64408,122196
92065,920,San Diego,San Diego-Chula Vista-Carlsbad,San Diego,41579,50207
92119,921,San Diego,San Diego-Chula Vista-Carlsbad,San Diego,59751,106703
92107,921,San Diego,San Diego-Chula Vista-Carlsbad,San Diego,22599,76532
92082,920,San Diego,San Diego-Chula Vista-Carlsbad,San Diego,12039,68922
91932,919,Pomona,Los Angeles-Long Beach-Anaheim,Los Angeles,83532,147567
92070,920,San Diego,San Diego-Chula Vista-Carlsbad,San Diego,56733,160147
91916,919,Pomona,Los Angeles-Long Beach-Anaheim,Los Angeles,1111,44889
91917,919,San Dimas,Los Angeles-Long Beach-Anaheim,Los Angeles,49403,38690
91905,919,Pomona,Los Angeles-Long Beach-Anaheim,Los Angeles,70103,84958
91914,919,San Dimas,Los Angeles-Long Beach-Anaheim,Los Angeles,1040,100227
92105,921,San Diego,San Diego-Chula Vista-Carlsbad,San Diego,45634,116813
92083,920,San Diego,San Diego-Chula Vista-Carlsbad,San Diego,13962,135545
92114,921,San Diego,San Diego-Chula Vista-Carlsbad,San Diego,22391,52114
92132,921,San Diego,San Diego-Chula Vista-Carlsbad,San Diego,39585,111238
94115,941,San Francisco,San Francisco-Oakland-Berkeley,San Francisco,68695,172394
94109,941,San Francisco,San Francisco-Oakland-Berkeley,San Francisco,57341,70072
94111,941,San Francisco,San Francisco-Oakland-Berkeley,San Francisco,64748,129175
94121,941,San Francisco,San Francisco-Oakland-Berkeley,San Francisco,22111,140746
95215,952,Stockton,Stockton,San Joaquin,30439,93804
95203,952,Stockton,Stockton,San Joaquin,28181,40744
95258,952,Stockton,Stockton,San Joaquin,16643,131099
95237,952,Stockton,Stockton,San Joaquin,49677,102053
95227,952,Stockton,Stockton,San Joaquin,78346,47572
93449,934,San Luis Obispo,San Luis Obispo-Paso Robles,San Luis Obispo,3087,47644
93452,934,San Luis Obispo,San Luis Obispo-Paso Robles,San Luis Obispo,55127,151474
93442,934,San Luis Obispo,San Luis Obispo-Paso Robles,San Luis Obispo,16699,178466
93444,934,San Luis Obispo,San Luis Obispo-Paso Robles,San Luis Obispo,62680,75141
93410,934,San Luis Obispo,San Luis Obispo-Paso Robles,San Luis Obispo,83116,37439
94002,940,San Francisco,San Francisco-Oakland-Berkeley,San Francisco,55664,61471
94028,940,San Francisco,San Francisco-Oakland-Berkeley,San Francisco,82131,70956
93111,931,Santa Barbara,Santa Maria-Santa Barbara,Santa Barbara,14251,169108
93001,930,Oxnard,Oxnard-Thousand Oaks-Ventura,Ventura,37554,64887
95140,951,San Jose,San Jose-Sunnyvale-Santa Clara,Santa Clara,65739,87074
95135,951,San Jose,San Jose-Sunnyvale-Santa Clara,Santa Clara,34971,172139
95111,951,San Jose,San Jose-Sunnyvale-Santa Clara,Santa Clara,47413,142415
94086,940,San Francisco,San Francisco-Oakland-Berkeley,San Francisco,21520,45329
95118,951,Morgan Hill,San Jose-Sunnyvale-Santa Clara,Santa Clara,27722,161003
94024,940,San Francisco,San Francisco-Oakland-Berkeley,San Francisco,31237,35717
95116,951,San Jose,San Jose-Sunnyvale-Santa Clara,Santa Clara,12165,63948
94305,943,Mountain View,San Jose-Sunnyvale-Santa Clara,Santa Clara,20048,58614
95053,950,San Jose,San Jose-Sunnyvale-Santa Clara,Santa Clara,13776,102080
95018,950,San Jose,San Jose-Sunnyvale-Santa Clara,Santa Clara,60367,112600
95041,950,San Jose,San Jose-Sunnyvale-Santa Clara,Santa Clara,61353,48128
95064,950,San Jose,San Jose-Sunnyvale-Santa Clara,Santa Clara,23398,45340
96007,960,Chico,Redding,Shasta,47714,116974
96059,960,Chico,Redding,Shasta,15691,59903
96002,960,Redding,Redding,Shasta,1767,71279
96062,960,Redding,Redding,Shasta,43578,128723
96032,960,Chico,Redding,Shasta,82001,105335
96014,960,Redding,Redding,Shasta,49340,124842
95688,956,Sacramento,Sacramento-Roseville-Folsom,Sacramento,15420,140061
95620,956,Sacramento,Sacramento-Roseville-Folsom,Sacramento,60339,106259
95612,956,Sacramento,Sacramento-Roseville-Folsom,Sacramento,63184,145556
94954,949,San Rafael,San Francisco-Oakland-Berkeley,Marin,15318,69737
95404,954,Santa Rosa,Santa Rosa-Petaluma,Sonoma,21392,62187
95401,954,Petaluma,Santa Rosa-Petaluma,Sonoma,77930,161530
94922,949,Novato,San Francisco-Oakland-Berkeley,Marin,24258,134549
95328,953,Tracy,Stockton,San Joaquin,80631,42554
95387,953,Stockton,Stockton,San Joaquin,63818,162958
95358,953,Stockton,Stockton,San Joaquin,54407,150523
96080,960,Redding,Redding,Shasta,8801,103580
95563,955,Arcata,Eureka-Arcata,Humboldt,2120,172577
96091,960,Redding,Redding,Shasta,44841,171078
96093,960,Redding,Redding,Shasta,57234,100162
96024,960,Chico,Redding,Shasta,45818,135893
93208,932,Bakersfield,Bakersfield,Kern,73683,49304
95327,953,Stockton,Stockton,San Joaquin,84831,76137
95310,953,Tracy,Stockton,San Joaquin,65490,78359
93063,930,Oxnard,Oxnard-Thousand Oaks-Ventura,Ventura,64941,119052
93043,930,Oxnard,Oxnard-Thousand Oaks-Ventura,Ventura,43871,107917
95679,956,Sacramento,Sacramento-Roseville-Folsom,Sacramento,66944,93381
95961,959,Yuba City,Yuba City,Yuba,53358,96603
95918,959,Marysville,Yuba City,Yuba,60674,151441
94708,947,Concord,San Francisco-Oakland-Berkeley,Contra Costa,12036,165667
94555,945,Berkeley,San Francisco-Oakland-Berkeley,Alameda,41926,66118
95377,953,Tracy,Stockton,San Joaquin,2829,61907
94607,946,Hayward,San Francisco-Oakland-Berkeley,Alameda,54546,44393
94611,946,Oakland,San Francisco-Oakland-Berkeley,Alameda,12413,114848
94621,946,Oakland,San Francisco-Oakland-Berkeley,Alameda,60296,124352
94608,946,Hayward,San Francisco-Oakland-Berkeley,Alameda,7613,93436
94613,946,Hayward,San Francisco-Oakland-Berkeley,Alameda,44012,159029
95675,956,Sacramento,Sacramento-Roseville-Folsom,Sacramento,59814,64890
95954,959,Marysville,Yuba City,Yuba,29564,35575
95968,959,Yuba City,Yuba City,Yuba,47048,111541
95224,952,Stockton,Stockton,San Joaquin,14435,47000
95955,959,Marysville,Yuba City,Yuba,65042,71817
94517,945,Berkeley,San Francisco-Oakland-Berkeley,Alameda,14519,101660
94563,945,Oakland,San Francisco-Oakland-Berkeley,Alameda,25081,66652
94518,945,Berkeley,San Francisco-Oakland-Berkeley,Alameda,28757,154811
94805,948,Walnut Creek,San Francisco-Oakland-Berkeley,Contra Costa,44793,63250
94520,945,Berkeley,San Francisco-Oakland-Berkeley,Alameda,6594,67301
95543,955,Arcata,Eureka-Arcata,Humboldt,60450,167172
95664,956,Sacramento,Sacramento-Roseville-Folsom,Sacramento,65882,36137
95614,956,Sacramento,Sacramento-Roseville-Folsom,Sacramento,73012,148458
95762,957,Elk Grove,Sacramento-Roseville-Folsom,Sacramento,67128,81452
95682,956,Sacramento,Sacramento-Roseville-Folsom,Sacramento,17327,62146
95619,956,Sacramento,Sacramento-Roseville-Folsom,Sacramento,79214,119369
93668,936,Fresno,Fresno,Fresno,55375,100074
93725,937,Madera,Fresno,Fresno,52649,124878
93705,937,Madera,Fresno,Fresno,59855,69962
93702,937,Fresno,Fresno,Fresno,54599,169294
93704,937,Madera,Fresno,Fresno,72302,117289
93726,937,Fresno,Fresno,Fresno,26830,89974
93723,937,Madera,Fresno,Fresno,45758,69779
95501,955,Eureka,Eureka-Arcata,Humboldt,66546,177210
95550,955,Arcata,Eureka-Arcata,Humboldt,15626,127337
95569,955,Arcata,Eureka-Arcata,Humboldt,76889,144439
95564,955,Arcata,Eureka-Arcata,Humboldt,55863,38347
95559,955,Eureka,Eureka-Arcata,Humboldt,3812,134842
95511,955,Eureka,Eureka-Arcata,Humboldt,7455,49838
92281,922,Escondido,San Diego-Chula Vista-Carlsbad,San Diego,35493,77188
92275,922,Oceanside,San Diego-Chula Vista-Carlsbad,San Diego,33341,73385
93545,935,Mojave,Bakersfield,Kern,39184,88477
93314,933,Bakersfield,Bakersfield,Kern,47513,153644
93249,932,Bakersfield,Bakersfield,Kern,81254,93800
93239,932,Bakersfield,Bakersfield,Kern,31642,168935
95451,954,Petaluma,Santa Rosa-Petaluma,Sonoma,6657,135029
95435,954,Petaluma,Santa Rosa-Petaluma,Sonoma,55100,116960
96114,961,Reno Area,Non-Metro,Washoe,2199,100887
91605,916,North Hollywood,Los Angeles-Long Beach-Anaheim,Los Angeles,81838,151146
91367,913,Van Nuys,Los Angeles-Long Beach-Anaheim,Los Angeles,83571,131401
93534,935,Mojave,Bakersfield,Kern,25862,112116
93532,935,Ridgecrest,Bakersfield,Kern,23755,54521
93552,935,Mojave,Bakersfield,Kern,23279,169701
90810,908,Long Beach,Los Angeles-Long Beach-Anaheim,Los Angeles,49940,45652
90650,906,Pico Rivera,Los Angeles-Long Beach-Anaheim,Los Angeles,37083,104268
91748,917,Alhambra,Los Angeles-Long Beach-Anaheim,Los Angeles,21593,101850
91724,917,Alhambra,Los Angeles-Long Beach-Anaheim,Los Angeles,43827,157245
91722,917,Alhambra,Los Angeles-Long Beach-Anaheim,Los Angeles,5735,75292
90803,908,Long Beach,Los Angeles-Long Beach-Anaheim,Los Angeles,78734,48331
90755,907,Long Beach,Los Angeles-Long Beach-Anaheim,Los Angeles,64797,179221
90723,907,Long Beach,Los Angeles-Long Beach-Anaheim,Los Angeles,10052,118324
90020,900,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles,24600,171473
90019,900,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles,66709,76778
91390,913,Sherman Oaks,Los Angeles-Long Beach-Anaheim,Los Angeles,71682,175780
91381,913,Sherman Oaks,Los Angeles-Long Beach-Anaheim,Los Angeles,12551,126593
90275,902,Inglewood,Los Angeles-Long Beach-Anaheim,Los Angeles,28464,122001
91423,914,Northridge,Los Angeles-Long Beach-Anaheim,Los Angeles,47790,111958
91206,912,Glendale,Los Angeles-Long Beach-Anaheim,Los Angeles,81539,174067
90045,900,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles,74075,37307
90028,900,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles,45851,151828
90230,902,Inglewood,Los Angeles-Long Beach-Anaheim,Los Angeles,84682,98917
90089,900,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles,42565,134974
91351,913,Van Nuys,Los Angeles-Long Beach-Anaheim,Los Angeles,51077,102263
91354,913,Sherman Oaks,Los Angeles-Long Beach-Anaheim,Los Angeles,3738,170493
90043,900,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles,67911,168361
90002,900,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles,64306,46495
90005,900,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles,25732,118968
90277,902,Inglewood,Los Angeles-Long Beach-Anaheim,Los Angeles,13077,78881
91780,917,Alhambra,Los Angeles-Long Beach-Anaheim,Los Angeles,82673,52163
93563,935,Mojave,Bakersfield,Kern,83011,90882
93637,936,Fresno,Fresno,Fresno,14121,88891
93645,936,Fresno,Fresno,Fresno,9952,75305
94920,949,San Rafael,San Francisco-Oakland-Berkeley,Marin,60691,121957
94956,949,San Rafael,San Francisco-Oakland-Berkeley,Marin,11971,54201
94903,949,San Rafael,San Francisco-Oakland-Berkeley,Marin,23829,101036
94904,949,San Rafael,San Francisco-Oakland-Berkeley,Marin,75861,94675
94963,949,Novato,San Francisco-Oakland-Berkeley,Marin,53929,136720
94973,949,Novato,San Francisco-Oakland-Berkeley,Marin,83103,141023
94946,949,Novato,San Francisco-Oakland-Berkeley,Marin,41971,39427
95389,953,Tracy,Stockton,San Joaquin,16006,175203
95494,954,Santa Rosa,Santa Rosa-Petaluma,Sonoma,84572,51577
95437,954,Santa Rosa,Santa Rosa-Petaluma,Sonoma,10014,128768
95322,953,Stockton,Stockton,San Joaquin,38489,113997
95341,953,Stockton,Stockton,San Joaquin,37399,149734
97635,976,Unknown,Non-Metro,Unknown,52288,43079
96101,961,Reno Area,Non-Metro,Washoe,20989,174845
93920,939,Salinas,Salinas,Monterey,18375,137496
93426,934,San Luis Obispo,San Luis Obispo-Paso Robles,San Luis Obispo,83605,72768
94573,945,Berkeley,San Francisco-Oakland-Berkeley,Alameda,49406,37922
96111,961,Reno Area,Non-Metro,Washoe,16652,45950
92703,927,Anaheim,Los Angeles-Long Beach-Anaheim,Orange,75567,138306
92869,928,Victorville,Riverside-San Bernardino-Ontario,San Bernardino,40436,90064
92805,928,Palm Springs,Riverside-San Bernardino-Ontario,San Bernardino,28252,143174
92612,926,Irvine,Los Angeles-Long Beach-Anaheim,Orange,21596,83232
92656,926,Irvine,Los Angeles-Long Beach-Anaheim,Orange,81356,101254
92677,926,Irvine,Los Angeles-Long Beach-Anaheim,Orange,15523,82541
92806,928,Victorville,Riverside-San Bernardino-Ontario,San Bernardino,72439,155917
90621,906,Whittier,Los Angeles-Long Beach-Anaheim,Los Angeles,38596,52658
90620,906,Pico Rivera,Los Angeles-Long Beach-Anaheim,Los Angeles,13371,86751
92801,928,Palm Springs,Riverside-San Bernardino-Ontario,San Bernardino,43865,128621
92704,927,Anaheim,Los Angeles-Long Beach-Anaheim,Orange,31240,61226
92625,926,Santa Ana,Los Angeles-Long Beach-Anaheim,Orange,81701,53299
92617,926,Irvine,Los Angeles-Long Beach-Anaheim,Orange,42152,162365
95603,956,Sacramento,Sacramento-Roseville-Folsom,Sacramento,43536,115130
95650,956,Sacramento,Sacramento-Roseville-Folsom,Sacramento,74628,130549
95703,957,Elk Grove,Sacramento-Roseville-Folsom,Sacramento,56639,79207
96141,961,Reno Area,Non-Metro,Washoe,41553,99533
95668,956,Sacramento,Sacramento-Roseville-Folsom,Sacramento,84495,149327
95971,959,Yuba City,Yuba City,Yuba,47618,70207
96106,961,Reno Area,Non-Metro,Washoe,63408,156332
92260,922,Oceanside,San Diego-Chula Vista-Carlsbad,San Diego,47520,115077
92203,922,Oceanside,San Diego-Chula Vista-Carlsbad,San Diego,72808,63529
92883,928,Victorville,Riverside-San Bernardino-Ontario,San Bernardino,80011,56488
92582,925,Riverside,Riverside-San Bernardino-Ontario,Riverside,18850,176195
92590,925,Riverside,Riverside-San Bernardino-Ontario,Riverside,35002,55044
92276,922,Escondido,San Diego-Chula Vista-Carlsbad,San Diego,2941,167953
92503,925,Riverside,Riverside-San Bernardino-Ontario,Riverside,76769,141203
92504,925,Riverside,Riverside-San Bernardino-Ontario,Riverside,5304,179597
92230,922,Oceanside,San Diego-Chula Vista-Carlsbad,San Diego,71733,176473
92320,923,San Bernardino,Riverside-San Bernardino-Ontario,San Bernardino,19981,130897
92501,925,Riverside,Riverside-San Bernardino-Ontario,Riverside,29769,111283
92557,925,Riverside,Riverside-San Bernardino-Ontario,Riverside,61409,166366
92586,925,Riverside,Riverside-San Bernardino-Ontario,Riverside,52507,130385
95832,958,Sacramento,Sacramento-Roseville-Folsom,Sacramento,31810,78474
95811,958,Sacramento,Sacramento-Roseville-Folsom,Sacramento,58987,76739
95660,956,Sacramento,Sacramento-Roseville-Folsom,Sacramento,74733,73325
95833,958,Davis,Sacramento-Roseville-Folsom,Sacramento,47528,45595
95608,956,Sacramento,Sacramento-Roseville-Folsom,Sacramento,64416,95751
95830,958,Sacramento,Sacramento-Roseville-Folsom,Sacramento,35149,131845
95826,958,Sacramento,Sacramento-Roseville-Folsom,Sacramento,6110,89204
95638,956,Sacramento,Sacramento-Roseville-Folsom,Sacramento,51368,158122
95043,950,San Jose,San Jose-Sunnyvale-Santa Clara,Santa Clara,6586,45460
92301,923,San Bernardino,Riverside-San Bernardino-Ontario,San Bernardino,14029,171674
92307,923,San Bernardino,Riverside-San Bernardino-Ontario,San Bernardino,35013,177698
92342,923,San Bernardino,Riverside-San Bernardino-Ontario,San Bernardino,49869,134226
92372,923,San Bernardino,Riverside-San Bernardino-Ontario,San Bernardino,77528,55404
92368,923,San Bernardino,Riverside-San Bernardino-Ontario,San Bernardino,49826,93431
92315,923,San Bernardino,Riverside-San Bernardino-Ontario,San Bernardino,46755,125448
92280,922,Oceanside,San Diego-Chula Vista-Carlsbad,San Diego,63691,36729
92365,923,San Bernardino,Riverside-San Bernardino-Ontario,San Bernardino,58158,78412
91710,917,Alhambra,Los Angeles-Long Beach-Anaheim,Los Angeles,10604,169883
92359,923,San Bernardino,Riverside-San Bernardino-Ontario,San Bernardino,28223,74384
92346,923,San Bernardino,Riverside-San Bernardino-Ontario,San Bernardino,21125,129954
92401,924,San Bernardino,Riverside-San Bernardino-Ontario,San Bernardino,30691,143688
91915,919,Pomona,Los Angeles-Long Beach-Anaheim,Los Angeles,15355,161226
92121,921,San Diego,San Diego-Chula Vista-Carlsbad,San Diego,63286,90234
92128,921,San Diego,San Diego-Chula Vista-Carlsbad,San Diego,54357,40884
92024,920,San Diego,San Diego-Chula Vista-Carlsbad,San Diego,6155,68524
92118,921,San Diego,San Diego-Chula Vista-Carlsbad,San Diego,18158,169386
92110,921,San Diego,San Diego-Chula Vista-Carlsbad,San Diego,75508,73499
92127,921,San Diego,San Diego-Chula Vista-Carlsbad,San Diego,22302,102701
92101,921,San Diego,San Diego-Chula Vista-Carlsbad,San Diego,68217,141287
92027,920,San Diego,San Diego-Chula Vista-Carlsbad,San Diego,37652,57478
92139,921,San Diego,San Diego-Chula Vista-Carlsbad,San Diego,59377,158578
92011,920,San Diego,San Diego-Chula Vista-Carlsbad,San Diego,22856,92504
92057,920,San Diego,San Diego-Chula Vista-Carlsbad,San Diego,79253,72411
92091,920,San Diego,San Diego-Chula Vista-Carlsbad,San Diego,82185,168904
92086,920,San Diego,San Diego-Chula Vista-Carlsbad,San Diego,22483,124829
92059,920,San Diego,San Diego-Chula Vista-Carlsbad,San Diego,78688,53046
94117,941,San Francisco,San Francisco-Oakland-Berkeley,San Francisco,50072,136046
94105,941,San Francisco,San Francisco-Oakland-Berkeley,San Francisco,14730,39341
95210,952,Stockton,Stockton,San Joaquin,69012,167214
95336,953,Tracy,Stockton,San Joaquin,20103,60244
93424,934,San Luis Obispo,San Luis Obispo-Paso Robles,San Luis Obispo,62873,45233
93432,934,San Luis Obispo,San Luis Obispo-Paso Robles,San Luis Obispo,12714,161416
93458,934,San Luis Obispo,San Luis Obispo-Paso Robles,San Luis Obispo,79598,176370
94025,940,San Francisco,San Francisco-Oakland-Berkeley,San Francisco,57057,171850
94404,944,Redwood City,San Francisco-Oakland-Berkeley,San Mateo,49046,46387
94401,944,Redwood City,San Francisco-Oakland-Berkeley,San Mateo,30579,161385
94037,940,San Francisco,San Francisco-Oakland-Berkeley,San Francisco,46443,60615
93117,931,Santa Barbara,Santa Maria-Santa Barbara,Santa Barbara,18048,101720
93441,934,San Luis Obispo,San Luis Obispo-Paso Robles,San Luis Obispo,30975,56972
95020,950,San Jose,San Jose-Sunnyvale-Santa Clara,Santa Clara,78919,177535
95132,951,Morgan Hill,San Jose-Sunnyvale-Santa Clara,Santa Clara,34291,84550
95051,950,San Jose,San Jose-Sunnyvale-Santa Clara,Santa Clara,1432,171980
95125,951,San Jose,San Jose-Sunnyvale-Santa Clara,Santa Clara,68626,36885
95050,950,San Jose,San Jose-Sunnyvale-Santa Clara,Santa Clara,27424,117811
94040,940,San Francisco,San Francisco-Oakland-Berkeley,San Francisco,47983,62940
95002,950,San Jose,San Jose-Sunnyvale-Santa Clara,Santa Clara,56346,101488
95130,951,Morgan Hill,San Jose-Sunnyvale-Santa Clara,Santa Clara,70768,146034
95062,950,San Jose,San Jose-Sunnyvale-Santa Clara,Santa Clara,80700,107236
95019,950,San Jose,San Jose-Sunnyvale-Santa Clara,Santa Clara,27198,143325
96096,960,Chico,Redding,Shasta,23925,132049
96076,960,Chico,Redding,Shasta,33763,115387
96047,960,Chico,Redding,Shasta,52683,71193
96008,960,Redding,Redding,Shasta,30616,152072
89439,894,Unknown,Non-Metro,Unknown,13643,91218
96126,961,Reno Area,Non-Metro,Washoe,44859,179330
95910,959,Marysville,Yuba City,Yuba,21568,137001
95568,955,Eureka,Eureka-Arcata,Humboldt,12439,73096
94533,945,Berkeley,San Francisco-Oakland-Berkeley,Alameda,79175,149131
94535,945,Oakland,San Francisco-Oakland-Berkeley,Alameda,8899,103967
94534,945,Oakland,San Francisco-Oakland-Berkeley,Alameda,49106,55981
94585,945,Oakland,San Francisco-Oakland-Berkeley,Alameda,50874,140026
94592,945,Berkeley,San Francisco-Oakland-Berkeley,Alameda,78811,50063
94512,945,Oakland,San Francisco-Oakland-Berkeley,Alameda,84424,164595
95462,954,Petaluma,Santa Rosa-Petaluma,Sonoma,1903,87876
95421,954,Petaluma,Santa Rosa-Petaluma,Sonoma,26025,43810
95472,954,Santa Rosa,Santa Rosa-Petaluma,Sonoma,81134,79428
95412,954,Santa Rosa,Santa Rosa-Petaluma,Sonoma,47651,97719
95444,954,Santa Rosa,Santa Rosa-Petaluma,Sonoma,21136,57765
95692,956,Sacramento,Sacramento-Roseville-Folsom,Sacramento,52854,127570
96021,960,Chico,Redding,Shasta,53643,87510
96029,960,Redding,Redding,Shasta,9493,58636
96048,960,Chico,Redding,Shasta,73784,126251
